index,RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
131663,138268,Mollie Katzen's Sunomono Ala Ornish,208121,drhousespcatcher,,PT10M,PT10M,2005-09-21T12:18:00Z,Tried this tonight.  It is a fairly standard Sunomono recipe but I added the Shittake mushrooms and played around with the Splenda.  When I get some more Braggs I will use that instead of the soy sauce.  Very good taste.  Oh yeah as I said fairly standard but Mollie contributed the base to Dean Ornish's Program for Reversing Heart Disease recipe collection in the book by the same name.,character(0),Japanese,"c(""Asian"", ""< 15 Mins"", ""Refrigerator"", ""Inexpensive"")","c(""5 1/2"", ""6"", ""2"", ""2"", ""1"", ""1"", ""5"", ""1 -2"", ""1 1/2"")","('bean thread noodles', 'Splenda sugar substitute', 'sugar', 'soy sauce', 'salt', 'cucumber', 'shiitake mushrooms', 'scallion', 'sesame seeds')",1.0,1.0,164.2,0.2,0.0,0.0,756.5,39.7,1.2,3.3,1.4,4.0,,"c(""Cook the bean threads to directions on package.  Note Vermicelli in the same amount can be used.  Rinse in cold water then drain and place in a medium bowl."", ""Add the vinegar, splenda, soy sauce and salt.  Mix well and chill."", ""Peel and seed the cucumbers.  Cut into thin quarters lenghtwise then into thin pieces.  If you are not serving immediately, place ina plastic bag or cover with plastic wrap and chill. Slice the shittake if you need to and do the same."", ""To serve.  Place the noodles in four bowls, add the cucumbers and shittake to each.  Top with the scallions and the sesame seeds."", 
""Serve."")"
132556,139182,Shrimp Balls With Japanese Breadcrumbs,246894,kriscauton,PT3M,PT30M,PT33M,2005-09-28T17:08:00Z,"My family loves to eat in different chinese restaurants. my passion is cooking and collecting cookbooks. so everytime i come across a yummy dish, i try to experiment on it at home and eventually will come up with a delicious version of mine.",character(0),Chinese,"c(""Asian"", ""Kid Friendly"", ""Savory"", ""< 60 Mins"", ""Deep Fried"")","c(""600"", ""1"", ""1/2"", ""1/2"", ""1"", ""1"", NA, NA, NA)","('shrimp', 'beer', 'ginger juice', 'fine salt', 'cornstarch', 'catsup')",,,148.7,2.2,0.4,193.8,493.4,3.2,0.0,0.1,26.8,,12 shrimp balls,"c(""Peel, devein, chop finely and mash the shrimps with a meat mallet (the finer the better)."", ""add beer, ginger juice, fine salt, egg white and cornstarch to the mashed shrimps. mix thoroughly."", ""arrange the breadcrumbs on a plate. form the shrimp mixture into 12 balls then coat with breadcrumbs."", ""in a frying pan, add oil. deep fry the shrimp balls over medium heat for 3 minutes or until golden brown. (you can adjust the heat during frying; the breadcrumbs will fall off if the heat is too low and will burn if too high)."", 
""drain on paper towels. serve hot with dipping sauce."")"
133980,140647,Teriyaki Chicken Salad,65197,katie in the UP,PT10M,PT15M,PT25M,2005-10-10T18:07:00Z,"We have a Restaurant in town, Union Grill,
they serve the best teriyaki chicken salad I've ever eaten!!  This is as close as I can come to a kopy kat recipe!",character(0),Japanese,"c(""Asian"", ""< 30 Mins"")","c(""2"", ""2 1/4"", ""2"", ""1/2"", ""4"", ""1/4"", ""1/4"", ""1/2"", ""1/4"", ""2"", ""2"", ""1/2"", ""2"", ""3"", ""2"", ""1"")","('boneless skinless chicken breasts', 'fresh ginger', 'garlic cloves', 'greens', 'dried cranberries', 'blue cheese', 'mandarin orange', 'cashew pieces', 'sesame seeds', 'seasoned rice vinegar', 'black sesame seed')",,,621.7,38.2,8.2,81.1,3766.9,31.9,2.6,19.6,40.4,2.0,,"c(""Marinate chicken breast pieces in teriyaki sauce with ginger and garlic added,  approx 1 hour."", ""While chicken in marinating, whisk together dressing ingredients -- and set aside on counter."", ""Place chicken in saute pan with approx 1/4 cup of marinade and stir fry until chicken is cooked and marinade is absorbed. (the chicken takes on a dark color)."", ""Place greens on plate and top with the remaining salad ingredients, adding chicken last."", ""Serve with dressing."", ""Times do not include marinating.""
)"
134023,140690,"Roasted Fish With Charmoula, Tomatoes and Potatoes",169969,NcMysteryShopper,PT50M,PT30M,PT1H20M,2005-10-10T18:51:00Z,This great tasting fish recipe was created by Nadia Roden and was found in Party By the Pyramids. The dish can be made with fish fillets with skin such as mackerel or cod. MAKE AHEAD: The fish can be cooked up to 4 hours ahead and served at room temperature.,character(0),African,"c(""Low Cholesterol"", ""Healthy"", ""< 4 Hours"")","c(""4"", ""3/4"", NA, ""2"", ""8"", ""1"", ""1"", ""1/4"", ""2"", ""2"", ""3"")","('extra virgin olive oil', 'salt', 'plum tomatoes', 'garlic cloves', 'red chili pepper', 'cilantro', 'fresh lemon juice', 'ground cumin', 'sweet paprika', 'cod fish fillets')",5.0,1.0,515.3,22.2,3.2,73.3,114.9,43.3,5.7,5.8,36.2,8.0,,"c(""Preheat the oven to 475°. Oil the bottom of a very large roasting pan. Arrange the potatoes in a slightly overlapping layer in the pan; drizzle with oil and season with salt. Spread the tomatoes over the potatoes, drizzle with oil and season with salt. Bake in the lower third of the oven for 50 minutes, or until the potatoes are tender and crisp on the bottom."", ""Meanwhile, in a mortar, pound the garlic, a few cloves at a time, with a little salt until well mashed. Add the chile and pound to a paste. Blend in 1/4 cup of the oil and transfer the paste to a medium bowl. Stir in the cilantro, lemon juice, cumin, paprika and the remaining 1/2 cup of oil. Season with salt. (Alternatively, blend all of the charmoula sauce ingredients in a mini food processor.)."", 
""Slash the skin side of the fish fillets 3 times. Transfer the fish fillets, skin side down, to a large rimmed baking sheet and coat the fish with half of the charmoula sauce. Let marinate at room temperature for 30 minutes."", ""When the potatoes are tender, set the fish fillets, skin side down, on top and season with salt. Bake in the upper third of the oven for about 12 minutes, or until the fish is just cooked through. Serve hot or at room temperature with the remaining charmoula on the side."")"
134088,140758,Berber&eacute; (Spicy Red Pepper Paste),58104,Rita1652,PT15M,PT10M,PT25M,2005-10-10T19:52:00Z,Make and share this Berber&eacute; (Spicy Red Pepper Paste) recipe from Food.com.,character(0),African,"c(""Vegan"", ""Low Cholesterol"", ""Spicy"", ""< 30 Mins"", ""For Large Groups"", ""Stove Top"", ""Small Appliance"")","c(""1"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""1/8"", ""1/8"", ""1/8"", ""1"", ""2"", ""2"", ""1/4"", ""2"", ""1/4"", ""1"", ""1/2"", ""1 1/2"", ""2"")","('ground ginger', 'cardamom', 'fenugreek seeds', 'nutmeg', 'clove', 'cinnamon', 'allspice', 'onion', 'garlic cloves', 'salt', 'dry red wine', 'sweet paprika', 'hot paprika', 'black pepper', 'water')",5.0,1.0,36.7,2.0,0.3,0.0,468.6,5.3,3.3,1.0,1.3,30.0,2 1/2 cups,"c(""Toast ginger, cardamom, coriander, fenugreek, nutmeg, cloves, cinnamon and allspice in a heavy skillet for one to two minutes, stirring constantly. Remove from heat and let spices cool."", ""Combine toasted spices, onion, garlic, 1 tablespoon of salt and the wine in a food processor or blender and process until mixture is a smooth paste. You can also pound mixture together in a large mortar & pestle."", ""Combine paprika`s, red pepper, black pepper and the other tablespoon of salt in the heavy skillet. Toast over low heat one minute, stirring constantly."", 
""Stir water into skillet slowly. Add the spice paste. Cook, stirring vigorously, over low heat for about 10 minutes."", ""Store berberé in a jar or crock. After it has cooled to room temperature, cover with a thin layer of oil. This layer should be replenished after each use to help preserve the spice mixture. Store in refrigerator."")"
135532,142260,Thai Country Style Fish (Pla Nai Suan Rot Det),254168,Hanuman,,PT15M,PT15M,2005-10-22T07:03:00Z,Make and share this Thai Country Style Fish (Pla Nai Suan Rot Det) recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/22/60/picilQ4PQ.jpg""",Thai,"c(""Asian"", ""< 15 Mins"")","c(""500"", ""5"", ""5"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""2"")","('shallots', 'garlic cloves', 'coriander sprigs', 'green onions', 'fish sauce', 'lime juice', 'sugar', 'chili powder', 'rice', 'hard-boiled eggs')",5.0,3.0,156.5,9.7,1.7,106.0,738.0,13.5,0.6,4.2,5.0,4.0,,"c(""500gr Fish slices fried to crispy golden color, let rest."", ""fry to golden color 5 shallots and 5 large garlic cloves, let rest."", ""chop 2 shallots, 2 large garlic cloves, 2 coriander springs and 2 green onions"", ""mix 2 tbls fish sauce, 2 tbls lime juice, 1 tbls sugar, 1 tsp chilli powder, 1 tbsl roasted & pounded rice ."", ""mix 3 and 4."", ""2 boiled eggs, cut into quarters."", ""on a plate arrange fish, boiled eggs, add fried onions, garlic, pour the herbs. garnish with mint and roasted dry chilli.""
)"
136619,143374,Green Curry Paste,124237,reya doucette,PT3M,PT20M,PT23M,2005-10-31T16:02:00Z,"I got this very delicious recipe from Simply Ming on PBS.  Simply heat and cook for 10 minutes 1 cup of paste, add 4 washed chicken pieces and a diced egg plant.  Cook till chicken is done. Equal parts of paste and mayonnaise makes a delicious sandwich spread.  Spoon into soup. Use as accompaniment to cooked food.",character(0),Thai,"c(""Asian"", ""< 30 Mins"", ""Easy"")","c(""4 -5"", ""2"", ""5"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1/4"", ""1/3"", ""1"", ""2"", ""1/2"", ""1/2"", ""1"", ""2"")","('cumin powder', 'coriander powder', 'black peppercorns', 'kosher salt', 'fresh cilantro', 'fresh basil leaf', 'fresh mint leaves', 'ground turmeric', 'fresh ginger', 'garlic', 'lemongrass', 'limes', 'fresh lime juice', 'Thai fish sauce', 'shallot')",,1.0,1073.7,109.3,18.4,0.0,6338.5,25.9,4.0,3.0,6.2,4.0,4 cups,"c(""Blend all ingredients till smooth."", ""Store in fridge."")"
137677,144466,Thai Peanut Soup,196296,A la Carte,,PT15M,PT15M,2005-11-11T15:36:00Z,Make and share this Thai Peanut Soup recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/44/66/picdZutmN.jpg""",Thai,"c(""Asian"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""1/3"", ""1/3"", ""1/3"", ""3"", ""1"", ""3"", ""1"", ""1"", ""14"", ""1 1/2"", ""1/2"", ""2"")","('onion', 'celery', 'carrot', 'butter', 'flour', 'lemongrass', 'red chile', 'chicken broth', 'unsweetened coconut milk', 'peanut butter', 'soy sauce')",5.0,5.0,880.9,75.9,42.9,15.3,2057.8,34.7,6.0,10.0,27.9,,,"c(""Cook onion, celery, carrot and red pepper in butter until softened, about 5 minutes. Add the lemon grass, red chili, stir and cook for 1 minute.   Stir in the flour, and let cook for 1 minute, stirring all the time."", ""Add chicken broth, coconut milk and soy sauce, and stir to combine well.  Add the peanut butter.  Keep stirring until well combined (the peanut butter will go kind of stringy, but it will melt in after a bit).  Heat until hot and bubbly."", ""Serve with chopped fresh roasted peanuts and green onions as a garnish.""
)"
138038,144840,Eggplant (Aubergine) Stir-Fry,241960,Orie2153,PT10M,PT15M,PT25M,2005-11-13T21:48:00Z,Make and share this Eggplant (Aubergine) Stir-Fry recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"")","c(""5"", ""3"", ""1"", NA, ""1"", ""1/2"", ""3"", ""1"", ""1"", ""1"", ""1"", NA, NA, NA)","('Chinese eggplants', 'ginger', 'red chili pepper', 'chicken broth', 'soy sauce', 'rice vinegar', 'brown sugar', 'cornstarch', 'sesame seeds', 'cilantro leaf', 'salt', 'black pepper')",4.0,1.0,307.9,16.0,2.6,0.0,863.8,40.2,20.0,17.7,8.4,4.0,,"c(""Cut eggplants in half lengthwise, then into 1 inch wedges crosswise. Season with salt and pepper."", ""Stir-fry eggplant in batches until seared and sticky, about 3 minutes per batch. Add more oil as needed."", ""Remove eggplant from pan."", ""Stir-fry green onions, ginger, garlic, and chile for 1 minute."", ""Add chicken broth to the pan."", ""In a small bowl, combine soy sauce, vinegar, sugar, and cornstarch."", ""Add mixture to the pan and cook for another minute."", ""Add eggplant to the pan and toss until the sauce is absorbed."", 
""Serve over rice. Garnish with sesame seeds and cilantro leaves."")"
138694,145523,Egg Drop Soup,234656,dividend,,PT5M,PT5M,2005-11-19T04:55:00Z,"This is the only thing I use bouillon cubes for any more, because I like egg drop soup pretty salty like this.  I serve this as any easy first course for a Chinese-themed meal.",character(0),Chinese,"c(""Asian"", ""Very Low Carbs"", ""Low Protein"", ""< 15 Mins"", ""Easy"", ""Inexpensive"")","c(""1 1/2"", ""1"", ""1"", NA, NA)","('water', 'chicken bouillon cube', 'egg', 'fresh ground black pepper', 'chives', 'scallion')",5.0,1.0,82.2,5.3,1.7,186.5,1036.7,1.1,0.0,0.9,7.0,1.0,,"c(""Bring the water to a boil."", ""Dissolve the bouillon cubes and back the heat off to a simmer."", ""Beat the eggs well with."", ""Drizzle the eggs into the broth, and stir immediately with a fork to get nice strands of egg."", ""Ladle into serving bowls.  Garnish with lots of black pepper and chives."")"
138974,145814,Thai Hot and Sour Peanut Soup,206101,Recipe Junkie,PT20M,PT5M,PT25M,2005-11-21T15:14:00Z,"We enjoy this quick and easy Thai spin on hot and sour soup. We like to serve it with bean sprouts, fresh cilantro and lime wedges.",character(0),Thai,"c(""Asian"", ""< 30 Mins"", ""Easy"")","c(""1/2"", ""3"", ""1"")","('basmati rice', 'chicken broth')",,,76.2,1.1,0.3,0.0,382.7,12.4,0.5,0.5,3.6,6.0,,"c(""Combine rice with 1 c water."", ""Boil and simmer 15 minutes."", ""Remove from heat."", ""Add broth and peanut dressing mix."", ""Stir to combine."", ""Return to medium high heat and simmer 4-5 minutes."", ""Stir and serve."")"
139221,146070,Sushi Ginger,195916,TERRY B.,PT5M,PT10M,PT15M,2005-11-23T11:30:00Z,This ginger is normally used to cleanse the palate between different types of sushi so you get the full flavor of each piece of sushi.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/60/70/picomTJUb.jpg""",Japanese,"c(""Asian"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""For Large Groups"", ""Easy"")","c(""1/2"", ""1"", ""1 1/4"", ""3"", ""1/4"")","('gingerroot', 'salt', 'rice vinegar', 'water', 'honey')",,,22.0,0.1,0.0,0.0,350.5,5.5,0.2,3.7,0.2,20.0,,"c(""Add sliced ginger to a ziplock bag and add salt."", ""Shake well to coat ginger."", ""Place bag in the refrigerator for 3 hours or overnight."", ""Remove ginger from bag and place in a jar with tight fitting lid."", ""Add vinegar, water and honey to a small pan."", ""Simmer for 5 minutes, stir frequently."", ""Let cool for 5 minutes."", ""Pour into jar with ginger."", ""Close jar and store in refrigerator for 3-5 days."", ""Enjoy."")"
139535,146393,Moroccan-Inspired Barbecue Sauce,47892,COOKGIRl,PT15M,PT10M,PT25M,2005-11-28T16:10:00Z,Make and share this Moroccan-Inspired Barbecue Sauce recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/63/93/pic9iyG7g.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/63/93/pic0Btbne.jpg"")",African,"c(""< 30 Mins"", ""Easy"")","c(""3/4"", ""1/2"", ""1/3"", ""1/4"", ""1/4"", ""1/4"", ""1 -2"", ""1"", ""1"", ""3/4"", ""1/4"", ""1/4"", ""1/4"", ""1/4"", ""1/4"")","('honey', 'fresh cilantro', 'fresh lemon juice', 'rice vinegar', 'ketchup', 'soy sauce', 'garlic clove', 'star anise', 'cinnamon stick', 'black peppercorns', 'ground ginger', 'ground cardamom', 'whole cloves', 'red pepper flakes', 'salt')",4.0,2.0,728.1,0.7,0.1,0.0,4231.1,190.5,2.3,180.7,8.3,,1 1/4 cup,"c(""Combine all the ingredients in a medium sized saucepan."", ""Bring to a simmer over medium-high heat (do not allow to boil), cook and stir constantly until the sauce is reduced to about 1 1/4 cups. This should take approximately 15 mintues."", ""Pour mixture through a fine sieve to strain."", ""Best made several hours in advance of using."", ""Freezes well."")"
140032,146915,Disney's Potato Salad,268731,dustcatcher,PT10M,PT0S,PT10M,2005-12-01T12:44:00Z,Make and share this Disney's Potato Salad recipe from Food.com.,character(0),African,"c(""< 15 Mins"", ""Easy"")","c(""1 1/2"", ""1 1/2"", ""1"", ""1"", ""1"", ""3"", ""2"", ""2"", ""1"", ""1"", ""2"", NA, ""1/2"")","('Red Bliss potatoes', 'sweet potatoes', 'yucca root', 'red bell pepper', 'onion', 'celery', 'mayonnaise', 'ground turmeric', 'mustard seeds', 'white vinegar', 'mustard', 'sugar')",,,527.2,20.3,3.0,15.3,534.0,82.6,6.0,23.4,4.9,8.0,,"""Steam all the potatoes for approximately 8 minutes. Place in a large bowl with all the other ingredients. Mix together well."""
140525,147428,Cranberry Glaze  ( Chinese) 1999,106624,andypandy,PT25M,PT10M,PT35M,2005-12-05T21:43:00Z,"this is so yummy for ungrilled chicken, pork or lamb, even sweet potatoes. Or use like you would a chutney or spread lightly on roasted pork, turkey, sandwiches.  The taste is like Christmas in a bite.",character(0),Chinese,"c(""Asian"", ""Low Protein"", ""Low Cholesterol"", ""Savory"", ""< 60 Mins"", ""For Large Groups"", ""Easy"")","c(""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""2"", ""1/4"")","('red onion', 'fresh ginger', 'dried cranberries', 'orange, juice and zest of', 'granulated sugar', 'soy sauce', 'cranberry juice', 'canola oil')",,,63.6,2.3,0.2,0.0,671.2,9.9,0.7,7.3,1.4,24.0,24 tablespoons,"c(""Slice red onion and saute with the tablespoon ginger and cup of cranberries, for about five minutes."", ""Add the soy sauce, orange zest, orange juice, cranberry juice and sugar."", ""Stir all well and cook over medium heat until reduced to half."", ""Remove from heat and blend or process until desired texture."", ""As  you are blending slowly drizzle in the  quarter cup canola oil."", ""Stir well, store in a container for up to three weeks."", ""I also freeze in small cubes so I have it on hand whenever I need a small amount. A small amount goes a long way."", 
""Glaze  ungrilled or meats for roasting before going into the oven and if desired during the cooking time. Glaze sliced sweet potato slices and then roast until just tender.  Use on sandwiches for pork or turkey or even cheese."", ""You will find many uses for this glaze recipe I promise."")"
